Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Clicked on Ad,month,day,hour
36.73,28.0,71222.4,217.37,398,379,0,62,0,4,4,9
82.07,48.0,52736.33,123.13,215,27,1,187,1,6,16,1
55.6,24.0,52252.91,182.2,96,477,0,93,0,2,30,20
68.01,33.0,43974.49,159.77,140,407,0,68,1,1,26,20
77.14,33.0,43974.49,135.67,70,439,1,0,1,2,23,6
68.18,28.0,71222.4,180.88,222,149,0,66,0,4,5,21
51.87,29.0,69646.35,191.82,233,468,1,51,0,6,8,11
35.61,29.0,56113.37,200.71,106,100,0,29,0,6,17,1
43.49,37.0,23936.86,109.29,327,506,0,128,1,5,19,14
71.28,40.0,38067.08,140.46,274,480,0,35,1,3,21,20
83.16,45.0,59886.58,174.88,426,112,0,178,1,2,29,16
56.16,33.0,53431.35,120.75,182,100,0,29,0,2,27,23
42.04,37.0,68448.94,173.43,60,205,0,9,1,0,4,16
68.18,37.0,75180.2,217.37,60,205,0,9,0,0,26,12
79.52,26.0,51463.17,131.68,73,142,0,1,0,3,14,15
78.64,31.0,61840.26,207.17,301,171,1,60,0,6,14,5
89.05,41.0,63363.04,255.57,467,283,1,187,1,4,12,11
71.84,39.0,54755.71,141.89,275,318,1,118,1,0,22,17
81.75,49.0,45632.51,124.32,45,147,0,50,0,2,10,0
89.05,44.0,34191.13,140.95,467,248,1,118,1,4,30,23
54.43,28.0,73207.15,230.52,47,506,0,116,1,4,7,22
51.87,29.0,69646.35,190.12,233,89,1,51,0,2,16,6
55.6,24.0,61601.05,132.63,309,338,1,168,0,0,8,17
83.71,45.0,59610.81,174.88,122,515,1,118,1,1,25,9
55.6,24.0,52252.91,172.83,201,277,1,2,0,5,10,8
80.3,49.0,39031.89,195.69,450,464,1,9,1,3,3,20
78.84,36.0,57519.64,236.87,302,516,0,192,0,6,17,1
47.64,60.0,69646.35,186.37,363,235,0,9,1,2,8,0
42.04,37.0,58235.21,109.29,545,205,1,119,0,0,25,2
40.17,26.0,35521.88,154.74,224,258,1,74,0,2,10,6
75.42,30.0,57877.15,113.69,484,184,0,75,1,5,13,7
41.73,28.0,71222.4,172.81,40,379,0,51,1,1,14,16
55.55,39.0,54755.71,194.37,29,91,1,18,1,1,5,23
51.87,37.0,60968.62,193.29,60,25,0,27,0,6,2,4
66.18,34.0,34191.23,168.34,45,376,1,157,1,1,26,8
46.61,55.0,57014.84,187.76,180,136,0,185,1,3,20,9
69.88,23.0,58677.69,217.37,450,379,0,9,1,3,3,20
81.98,34.0,60637.62,140.67,182,178,1,50,0,2,23,13
39.3,24.0,52252.91,182.2,324,494,0,18,1,0,2,16
39.3,29.0,53431.35,158.56,385,425,0,191,1,3,21,22
51.24,54.0,53188.69,182.2,546,477,0,100,1,1,25,19
46.61,40.0,75769.82,117.3,484,296,0,191,1,6,20,10
44.4,32.0,69481.85,178.92,35,242,1,100,1,0,8,3
55.6,32.0,55424.24,172.83,161,234,0,96,0,3,27,22
40.04,37.0,52563.22,217.37,532,482,0,162,0,1,18,20
32.6,33.0,55642.32,120.75,268,467,0,125,0,0,30,5
90.75,34.0,59785.94,160.03,45,284,0,126,0,1,26,8
40.17,26.0,56694.12,202.18,102,461,0,29,0,0,2,7
35.61,53.0,57877.15,154.23,35,329,1,20,1,3,26,4
81.98,22.0,73882.91,121.07,36,338,1,158,0,6,2,4
51.87,37.0,36884.23,139.32,60,25,1,86,0,2,8,14
53.92,31.0,52178.98,207.17,241,460,1,60,0,6,7,3
82.07,50.0,52736.33,123.13,396,321,0,108,1,5,23,21
89.05,43.0,57868.44,121.28,411,308,0,14,1,3,16,21
51.24,26.0,46033.73,207.17,403,75,0,72,0,6,8,11
53.92,42.0,61840.26,243.61,372,436,1,157,1,4,0,23
37.68,43.0,57868.44,198.45,411,308,1,14,1,1,19,20
51.24,36.0,59240.24,222.25,218,315,0,149,0,6,17,1
44.78,26.0,56694.12,131.68,304,75,0,41,0,4,14,13
62.42,43.0,32635.7,198.45,300,355,1,187,1,3,2,21
55.6,35.0,73889.99,219.91,302,516,0,192,0,6,17,1
41.67,36.0,70592.81,115.26,483,119,1,95,0,3,6,15
61.22,25.0,63430.33,115.26,388,224,1,64,0,3,27,2
40.47,35.0,25603.93,236.87,302,272,0,157,1,4,7,22
79.81,34.0,34191.23,160.03,45,124,0,188,0,2,10,0
69.42,34.0,40183.75,173.49,182,188,1,50,0,2,27,23
46.61,26.0,56694.12,190.17,410,308,0,185,1,6,20,10
68.01,33.0,56782.18,223.03,391,8,0,68,1,0,26,18
66.08,43.0,52563.22,157.04,300,355,0,136,1,4,12,11
34.78,27.0,39193.45,131.29,253,410,1,176,0,0,11,10
39.53,43.0,54251.78,195.69,233,281,1,9,0,2,10,0
72.23,41.0,57846.68,238.06,85,129,0,149,0,6,2,4
54.37,35.0,61067.58,221.18,429,35,1,125,0,0,25,2
68.61,40.0,73882.91,167.22,230,375,0,14,0,1,18,20
82.07,43.0,56770.79,157.04,411,355,0,14,1,0,14,22
78.36,34.0,34191.23,203.84,45,333,1,126,0,2,10,0
60.7,27.0,64021.55,234.75,290,105,0,176,0,6,2,4
66.26,42.0,60514.05,238.58,212,207,0,39,1,3,5,11
86.06,32.0,55424.24,178.92,35,234,1,160,0,0,8,3
40.17,45.0,59610.81,137.24,122,515,1,21,1,2,4,12
55.6,24.0,52252.91,182.2,161,234,0,2,0,3,27,22
51.24,36.0,76003.47,140.46,511,316,0,191,1,2,11,7
63.37,33.0,55015.08,178.69,115,279,1,200,0,2,1,4
55.6,35.0,25603.93,236.87,302,497,0,192,0,5,10,6
63.45,42.0,59243.46,243.61,212,436,1,44,1,3,5,11
41.73,31.0,67307.43,207.17,241,460,1,166,0,4,18,11
38.96,31.0,27262.51,207.17,447,378,0,44,1,3,11,3
34.3,34.0,34191.23,173.49,182,497,1,50,0,2,10,0
65.59,37.0,48335.2,258.62,548,199,0,104,1,1,26,12
59.59,34.0,59785.94,160.03,182,284,0,188,0,1,26,8
55.6,39.0,42993.48,141.89,301,144,1,95,0,5,1,21
59.51,52.0,58966.22,153.76,433,31,0,17,1,0,10,2
49.21,27.0,66815.54,239.32,128,63,0,149,0,1,16,18
43.49,37.0,43450.11,151.93,233,241,1,190,0,2,8,14
71.03,28.0,71222.4,217.37,40,149,0,143,0,6,14,15
43.49,37.0,68448.94,158.56,97,464,0,9,1,1,4,16
81.58,41.0,50628.31,126.39,178,484,1,187,1,4,12,11
67.85,52.0,64021.55,221.98,524,404,1,190,1,2,9,23
74.54,50.0,71511.08,123.13,396,436,0,157,1,5,17,22
79.54,44.0,25603.93,227.63,302,331,0,49,1,0,4,17
71.33,39.0,38067.08,124.44,222,506,0,116,1,4,7,22
89.05,41.0,50628.31,126.39,467,248,1,180,1,4,12,11
38.37,32.0,55424.24,172.83,161,234,0,12,0,3,27,22
60.23,43.0,73538.09,167.86,300,355,1,51,1,3,2,21
69.86,33.0,41547.62,191.82,82,189,1,200,0,2,23,6
55.92,34.0,40183.75,160.03,11,284,0,188,0,2,10,0
83.42,24.0,52252.91,167.22,543,494,0,146,1,5,8,17
74.06,39.0,53058.91,110.68,207,506,0,86,1,0,22,17
52.84,42.0,43241.19,158.35,212,136,0,206,1,3,5,11
65.65,24.0,52252.91,182.2,101,477,0,2,0,2,2,22
39.3,27.0,56694.12,190.17,532,375,0,157,1,4,20,1
68.88,42.0,66176.97,238.58,265,207,0,161,1,3,5,11
83.71,38.0,47510.42,132.08,349,285,0,107,1,6,18,12
66.12,49.0,45632.51,113.8,450,464,0,128,1,3,3,20
44.11,31.0,61840.26,207.17,437,307,1,110,0,5,15,2
56.39,46.0,54286.1,130.86,20,200,0,17,1,3,5,14
81.22,26.0,51463.17,235.29,144,476,1,127,0,0,7,19
40.47,46.0,54286.1,253.48,20,63,0,27,0,6,4,22
75.42,30.0,33293.78,176.98,484,495,0,75,1,5,28,10
43.49,37.0,23936.86,231.95,233,260,1,9,0,0,4,16
66.08,46.0,40468.53,253.48,20,421,0,23,0,1,27,23
56.39,40.0,40468.53,167.22,177,388,0,45,1,0,2,16
59.51,54.0,48867.36,136.64,22,388,0,169,1,2,30,20
56.39,29.0,69646.35,191.82,363,241,1,147,0,6,18,8
34.78,36.0,59240.24,140.46,164,73,0,149,0,0,19,19
55.6,28.0,74623.27,124.44,222,260,0,48,0,3,6,15
66.77,26.0,56694.12,131.68,304,100,0,162,0,6,4,18
80.47,43.0,57868.44,163.48,411,359,0,25,1,1,26,15
51.24,54.0,38609.2,182.2,546,71,0,169,1,1,25,19
46.61,50.0,57868.44,122.31,411,143,0,14,1,3,3,18
79.54,41.0,57846.68,187.76,184,484,0,42,1,0,30,8
39.3,29.0,72203.96,198.5,495,241,1,85,0,6,7,3
55.6,39.0,65773.49,124.44,222,105,0,115,0,0,11,21
87.27,31.0,31281.01,141.96,53,283,1,44,1,5,20,14
72.23,30.0,74535.94,140.46,85,73,0,149,0,0,16,18
75.55,36.0,76003.47,140.46,230,475,0,49,1,3,11,4
78.79,36.0,32549.95,141.52,7,224,1,84,0,2,29,14
78.79,36.0,61610.05,141.52,422,519,1,84,1,0,2,16
65.65,51.0,74535.94,188.56,553,379,0,12,1,2,29,23
73.49,26.0,55499.69,131.68,144,287,1,97,0,0,7,19
65.59,39.0,59677.64,124.44,222,293,0,163,0,4,5,21
34.3,34.0,59785.94,160.03,45,284,0,158,1,1,26,8
59.51,30.0,58677.69,184.88,462,411,0,149,0,5,10,6
40.04,34.0,59785.94,204.22,45,376,1,50,1,1,26,8
82.07,43.0,39616.0,163.48,411,355,0,14,1,3,16,21
56.39,46.0,40468.53,229.12,59,200,0,17,1,3,14,15
42.04,37.0,53058.91,181.25,352,85,0,119,1,6,16,14
41.73,31.0,61840.26,207.17,214,501,1,110,0,6,14,5
50.19,25.0,50671.6,245.89,474,111,1,64,0,2,10,6
66.0,36.0,70592.81,115.26,164,123,1,206,0,4,22,0
60.72,42.0,47258.59,129.8,149,136,1,44,1,4,18,14
51.24,36.0,59240.24,140.46,540,316,0,38,1,0,2,16
68.11,26.0,59457.52,131.68,34,406,1,162,0,0,7,19
65.59,35.0,37334.78,143.79,488,512,1,116,1,0,0,15
86.06,32.0,69481.85,178.92,35,393,1,20,0,0,8,3
60.23,33.0,64147.86,130.86,153,328,1,187,1,1,5,17
71.03,39.0,23936.86,158.56,469,506,0,51,1,1,26,12
51.24,36.0,66269.49,140.46,264,294,0,149,0,5,17,19
69.62,34.0,34191.23,160.03,45,182,1,126,0,2,10,0
89.34,32.0,55424.24,172.83,161,234,0,201,0,3,27,22
71.03,28.0,70324.8,139.01,222,420,0,102,0,2,19,2
39.3,29.0,69718.19,196.61,263,300,0,191,1,3,20,16
55.6,35.0,42993.48,221.18,130,510,1,125,1,2,3,10
82.07,22.0,72553.94,133.2,79,41,0,10,1,1,18,20
52.84,23.0,59243.46,223.93,234,136,1,44,0,1,14,16
89.05,44.0,61428.18,140.95,158,248,0,118,1,0,4,17
65.59,39.0,38067.08,110.68,29,260,1,18,1,4,7,22
47.74,33.0,44174.25,227.37,459,198,1,200,0,1,8,5
65.77,23.0,25739.09,222.87,186,136,0,163,1,3,26,4
69.62,23.0,61617.98,172.81,463,134,1,196,0,6,20,10
54.88,40.0,66873.9,167.22,37,64,0,130,0,3,6,3
66.08,22.0,67058.72,121.07,79,41,0,10,0,0,4,12
51.24,30.0,59886.58,111.94,483,510,1,148,0,2,4,23
78.84,36.0,29398.61,140.46,511,316,0,75,1,0,16,18
71.28,54.0,53188.69,182.2,506,114,0,104,1,4,24,20
68.88,42.0,78520.99,238.58,139,136,0,44,1,3,5,11
36.08,45.0,59610.81,137.24,122,515,1,21,1,2,4,12
84.98,40.0,66873.9,178.92,309,338,1,80,0,4,7,10
70.44,48.0,52736.33,212.38,254,364,1,203,1,6,16,1
72.97,26.0,56694.12,176.98,528,359,0,14,1,4,8,21
41.73,28.0,47258.59,217.37,227,379,0,163,0,1,7,7
86.06,35.0,51119.93,143.79,488,117,1,1,1,2,17,13
66.18,23.0,47258.59,217.37,40,379,0,51,1,1,7,7
73.89,28.0,67669.06,207.17,437,269,1,175,0,6,7,3
82.07,41.0,48335.2,126.39,302,484,0,25,1,0,26,18
35.61,37.0,66187.58,236.87,548,316,0,1,1,6,17,1
77.14,33.0,41547.62,137.43,82,279,1,200,0,5,2,17
80.67,45.0,59610.81,195.69,175,515,1,176,0,2,16,5
74.58,40.0,38067.08,167.22,202,494,0,191,1,1,16,20
80.3,39.0,70324.8,138.87,407,332,0,41,0,4,5,21
83.4,49.0,45632.51,168.34,450,159,0,24,1,3,26,4
61.22,45.0,59610.81,138.71,122,515,1,176,1,2,4,12
40.47,35.0,36884.23,236.87,302,516,0,192,0,6,17,1
66.12,34.0,59785.94,168.34,45,50,0,24,0,2,10,0
69.62,34.0,40183.75,204.22,45,284,1,82,1,1,26,8
83.71,38.0,57868.44,130.83,349,436,1,203,1,4,18,14
65.65,30.0,58677.69,122.59,484,379,0,149,0,5,28,10
38.37,36.0,70592.81,140.46,511,123,0,192,0,3,3,22
70.39,27.0,66815.54,168.92,413,422,1,192,0,6,2,4
71.84,41.0,57846.68,126.39,73,307,1,187,1,0,22,18
41.73,41.0,50506.44,241.03,335,52,0,81,0,5,20,14
35.49,36.0,59240.24,176.7,222,294,0,102,0,1,25,19
49.21,29.0,69718.19,200.71,164,37,0,27,0,0,15,16
51.24,36.0,59593.56,234.26,295,510,1,95,0,2,17,13
35.61,30.0,40182.84,199.76,323,120,0,98,1,4,0,23
79.52,45.0,59610.81,137.24,122,515,1,176,1,6,9,17
86.06,35.0,73889.99,226.54,35,284,1,20,1,2,25,19
54.88,33.0,39616.0,123.13,48,417,0,57,1,4,3,5
35.49,49.0,45632.51,168.34,450,464,0,128,1,3,3,20
70.39,36.0,32549.95,141.52,7,519,1,18,1,1,26,12
55.6,39.0,56180.93,116.53,311,260,1,105,1,4,7,22
81.58,26.0,39723.97,131.68,147,75,0,1,1,3,14,15
39.96,45.0,59886.58,174.88,426,112,0,118,1,2,4,12
61.22,45.0,50723.67,174.88,426,515,0,178,1,2,4,12
75.42,26.0,50628.31,126.39,127,75,1,187,1,0,0,15
83.71,42.0,57868.44,243.61,212,436,1,21,1,3,5,11
41.73,25.0,59886.58,228.78,219,75,1,166,0,6,8,11
76.56,34.0,34191.23,187.09,11,147,0,50,0,2,10,0
36.08,45.0,46197.59,174.88,426,515,0,178,1,1,10,4
70.09,33.0,73538.09,117.75,153,418,1,200,1,2,23,6
60.53,41.0,63363.04,168.92,467,76,1,40,0,4,12,11
80.67,25.0,73941.91,140.46,19,269,0,98,0,0,2,7
55.6,39.0,58287.86,141.89,127,65,1,3,0,0,13,16
35.61,37.0,50960.08,225.58,421,516,0,29,0,6,11,10
40.04,23.0,56457.01,172.81,83,134,1,196,0,5,12,22
37.87,43.0,32635.7,167.86,300,355,1,136,1,3,2,21
49.21,45.0,59886.58,190.17,84,75,0,1,1,6,4,18
44.72,43.0,54106.21,157.04,273,355,0,14,1,5,20,13
80.51,38.0,71455.62,122.04,470,79,0,98,1,3,20,9
75.42,29.0,53431.35,217.1,348,268,1,53,1,2,29,14
60.53,33.0,55642.32,204.02,115,279,1,200,0,1,8,5
68.01,33.0,77988.71,125.27,376,64,0,106,0,6,2,4
44.78,41.0,57846.68,187.76,188,426,1,41,0,4,12,11
83.71,38.0,57868.44,130.83,334,436,1,57,1,3,21,2
81.58,41.0,64828.0,255.57,170,136,1,81,1,4,27,12
55.6,35.0,25603.93,225.58,359,516,0,159,0,6,17,1
44.46,33.0,49101.67,120.75,115,281,1,200,0,1,27,18
82.07,41.0,50628.31,144.77,85,377,1,149,0,0,4,20
71.33,37.0,23936.86,181.02,164,161,1,169,0,0,17,2
80.51,23.0,55121.65,223.93,123,136,1,196,0,3,5,5
44.78,26.0,70203.74,131.68,34,204,0,162,0,2,8,0
41.73,31.0,27262.51,217.37,203,128,0,44,1,3,11,3
36.08,45.0,66263.37,236.87,395,191,0,179,0,4,25,13
32.6,33.0,43974.49,196.77,268,407,0,84,1,4,11,21
51.24,36.0,76003.47,141.52,511,316,0,104,1,4,7,22
69.88,34.0,20592.99,168.34,508,182,0,126,0,2,10,0
82.07,49.0,57868.44,187.76,122,436,1,137,1,0,14,19
52.68,32.0,55424.24,178.92,35,234,1,160,0,0,8,3
50.19,36.0,32549.95,109.07,7,224,1,84,0,3,26,4
55.6,35.0,25603.93,236.87,302,516,0,125,0,6,17,1
62.26,32.0,55424.24,178.92,35,234,1,66,0,2,30,20
89.05,44.0,48246.6,227.63,410,331,0,118,1,0,4,17
75.84,41.0,63363.04,137.24,134,368,0,118,0,4,22,8
80.51,50.0,72325.91,123.13,396,321,0,108,1,3,0,5
39.96,45.0,59610.81,138.71,122,515,1,23,1,6,9,17
52.68,35.0,73889.99,226.54,343,338,1,172,0,2,17,13
65.59,39.0,38067.08,124.44,72,269,0,3,0,6,8,11
82.07,33.0,39616.0,227.37,459,469,1,200,0,3,17,15
80.23,31.0,59886.58,174.88,122,335,1,21,0,5,15,2
81.75,34.0,60283.98,234.75,182,124,0,24,0,1,19,9
55.6,35.0,66187.58,236.87,222,149,0,66,0,4,5,21
79.52,44.0,48335.2,137.24,394,285,0,49,1,4,24,20
84.98,24.0,52252.91,172.83,35,234,1,99,0,2,17,13
78.84,35.0,66187.58,236.87,302,516,0,98,0,6,17,1
41.73,28.0,71222.4,207.17,323,417,0,86,0,0,4,11
51.87,35.0,73889.99,221.18,421,172,1,1,1,0,25,2
88.12,28.0,57846.68,201.04,421,414,1,169,0,0,4,20
55.6,39.0,19991.72,230.52,222,506,0,102,1,0,13,14
80.31,31.0,56180.93,207.17,24,269,0,72,0,5,20,14
61.22,25.0,25686.34,202.18,145,197,1,3,0,3,27,2
37.87,43.0,57868.44,122.31,411,359,0,14,1,3,16,21
54.43,39.0,23936.86,108.03,47,506,0,169,1,4,7,22
59.51,40.0,41232.89,140.15,525,435,0,98,1,5,26,21
57.24,42.0,60514.05,243.61,414,458,1,44,1,4,18,14
37.68,51.0,59886.58,176.98,153,517,1,187,1,3,2,21
55.6,24.0,52252.91,167.22,263,512,0,2,1,0,19,0
60.53,46.0,40468.53,200.71,459,167,0,197,0,6,4,22
66.08,22.0,67058.72,121.07,350,41,0,10,0,5,11,21
40.47,35.0,61172.07,221.18,429,516,1,125,0,0,25,2
40.17,26.0,56683.32,207.17,90,360,0,156,0,1,25,1
80.31,42.0,60514.05,236.87,212,207,0,39,1,3,5,11
84.0,36.0,29398.61,140.46,192,519,1,104,0,3,12,7
51.87,40.0,73882.91,132.63,309,352,1,168,0,0,8,17
89.05,50.0,57868.44,123.13,180,436,1,118,1,2,19,8
44.33,39.0,48335.2,124.44,47,272,0,104,1,0,2,16
74.61,41.0,55121.65,126.39,170,136,1,105,1,2,1,6
88.12,45.0,32635.7,158.42,122,515,1,137,1,1,10,4
60.23,50.0,57868.44,125.22,411,308,0,14,1,3,16,21
51.24,36.0,59240.24,140.46,511,366,0,162,0,1,25,19
59.05,34.0,34191.23,224.44,482,367,1,50,1,3,4,18
47.48,29.0,49850.52,216.49,225,37,0,34,0,3,21,22
83.71,38.0,57868.44,269.96,349,459,0,203,1,4,18,14
55.6,32.0,55424.24,172.83,201,234,1,99,0,3,27,22
59.51,30.0,58677.69,219.94,462,379,0,149,0,2,8,6
74.07,24.0,18368.57,109.07,488,460,1,2,0,3,4,5
37.45,31.0,61840.26,207.17,437,318,1,166,0,6,8,11
36.08,45.0,59610.81,110.66,122,515,1,118,1,2,4,12
44.33,39.0,37334.78,230.52,323,506,0,163,1,0,19,0
41.73,28.0,55121.65,217.37,398,456,0,44,0,5,20,14
56.3,29.0,72203.96,216.49,233,16,1,172,0,0,4,16
80.3,23.0,53058.91,217.37,40,379,0,44,1,1,7,7
89.0,43.0,57868.44,167.86,300,508,1,136,1,3,2,21
43.49,37.0,23936.86,109.29,260,260,1,105,1,5,19,14
48.86,54.0,47997.75,161.16,348,86,0,44,1,4,30,9
59.88,31.0,55121.65,204.79,24,58,0,156,0,5,20,14
62.42,33.0,38745.29,204.02,459,467,1,200,0,5,11,21
62.26,32.0,69481.85,178.92,35,234,1,148,0,0,8,3
79.6,23.0,60514.05,172.81,40,136,0,44,1,0,13,14
51.87,39.0,61601.05,209.25,33,229,1,125,0,6,1,20
55.6,35.0,73889.99,236.87,302,516,0,133,0,6,1,20
71.84,28.0,31281.01,207.17,437,360,1,166,0,1,25,1
34.3,23.0,59243.46,143.13,103,136,1,33,1,4,12,11
59.22,49.0,39031.89,113.8,450,464,0,128,1,1,4,16
47.64,29.0,72203.96,217.1,437,499,1,118,0,0,30,4
81.22,41.0,57846.68,187.76,421,248,1,80,1,4,12,11
42.04,37.0,53058.91,183.42,97,205,0,9,1,4,29,18
40.17,26.0,74903.41,149.79,532,75,1,21,1,2,10,6
79.54,25.0,50671.6,105.86,474,283,1,119,0,6,7,17
78.7,51.0,39616.0,230.93,553,359,0,45,1,1,19,0
53.14,40.0,73882.91,198.45,233,352,1,155,0,3,21,0
78.84,35.0,48758.92,236.87,249,117,0,157,1,3,19,10
80.3,37.0,53058.91,230.52,40,103,0,17,0,4,25,15
55.6,35.0,66187.58,236.87,548,382,0,1,1,5,28,2
78.7,33.0,39616.0,196.77,268,407,0,31,1,4,11,21
66.12,37.0,75180.2,120.49,397,205,0,9,1,1,18,20
78.64,31.0,57739.03,200.28,437,268,1,197,1,5,15,2
54.88,22.0,67058.72,121.07,154,401,0,10,0,6,2,4
42.04,27.0,58966.22,202.18,62,366,0,171,0,6,2,4
89.0,36.0,31281.01,115.26,483,76,1,129,0,6,7,3
55.6,54.0,62729.4,182.2,164,13,0,93,0,2,30,20
80.3,49.0,39031.89,195.69,97,464,1,9,1,3,3,20
55.92,22.0,56067.38,160.03,508,244,0,188,0,0,28,7
73.89,28.0,71222.4,139.01,119,379,0,102,0,2,19,2
66.08,33.0,38745.29,230.95,459,279,1,84,0,6,8,11
47.74,41.0,50628.31,158.42,467,248,1,187,1,4,30,23
83.71,42.0,59243.46,243.61,212,136,1,81,1,3,5,11
68.88,42.0,60514.05,129.8,212,207,0,39,1,3,5,11
82.07,22.0,31215.88,121.07,153,401,0,197,0,6,2,4
55.6,35.0,57587.0,143.79,483,65,1,81,0,5,28,13
59.22,28.0,53336.76,124.44,222,506,0,66,0,0,4,11
73.72,27.0,42993.48,171.07,253,241,1,172,0,6,7,3
39.3,54.0,57877.15,230.18,161,513,0,100,1,2,30,20
82.07,43.0,73538.09,198.45,300,355,1,187,1,3,2,21
67.8,45.0,59610.81,234.26,122,515,1,118,1,2,15,7
54.47,35.0,56113.37,236.87,527,516,0,125,0,3,0,9
52.84,21.0,41521.28,139.34,79,41,1,187,0,6,2,4
71.84,42.0,57868.44,120.75,81,436,1,44,1,3,14,10
35.33,29.0,53431.35,217.1,233,499,1,206,1,0,0,15
38.1,34.0,40183.75,183.82,45,284,0,82,1,3,26,4
75.42,40.0,66574.0,122.59,437,435,1,66,0,4,7,10
51.24,36.0,59240.24,140.46,511,390,0,93,0,3,11,4
46.61,55.0,71157.05,187.76,332,355,0,136,1,3,20,9
59.51,32.0,52252.91,172.83,65,184,1,12,0,4,7,10
71.84,54.0,56180.93,161.16,208,118,0,3,1,5,9,10
40.47,36.0,59240.24,222.25,164,73,0,37,0,1,25,19
35.49,39.0,38067.08,124.44,323,149,0,143,1,1,28,23
49.21,26.0,56694.12,131.68,93,406,0,162,1,6,16,14
64.75,36.0,76003.47,140.46,511,495,0,49,1,2,14,6
46.14,49.0,45632.51,168.34,450,464,0,128,1,2,1,4
59.51,29.0,51868.85,167.22,459,64,0,154,0,5,11,21
86.06,32.0,55424.24,178.92,167,338,1,61,0,5,8,21
76.2,34.0,59785.94,243.61,293,333,1,126,0,1,26,8
46.61,43.0,52563.22,157.04,411,359,0,14,1,3,16,21
56.39,46.0,64021.55,229.12,59,200,0,117,1,3,14,15
37.87,51.0,74535.94,130.41,351,379,0,37,1,4,3,5
80.47,33.0,55642.32,188.56,115,418,1,200,0,1,8,5
82.07,48.0,62784.85,212.38,180,27,1,187,1,6,16,1
56.39,40.0,40468.53,167.22,548,512,0,143,1,6,12,16
42.04,37.0,67132.46,181.02,185,205,0,62,0,0,7,22
38.37,35.0,25603.93,236.87,190,306,0,192,0,6,17,1
71.33,39.0,39840.55,204.79,147,389,0,98,0,5,28,2
78.17,41.0,57846.68,115.6,110,248,1,187,1,4,30,23
56.64,25.0,61428.18,122.04,400,436,1,169,0,2,10,6
40.04,23.0,56457.01,172.81,481,333,0,163,0,3,26,4
68.01,33.0,56782.18,123.13,195,407,0,9,1,4,11,21
89.05,51.0,57868.44,113.75,454,471,1,112,1,5,8,21
60.23,33.0,39616.0,112.72,153,446,1,0,1,1,5,17
42.04,52.0,73049.3,230.18,329,59,1,119,1,5,15,2
81.98,34.0,59785.94,173.49,182,188,1,50,0,2,10,0
35.66,36.0,60843.32,140.46,264,203,0,69,0,6,5,5
55.92,34.0,59785.94,160.03,182,50,0,24,0,1,26,8
81.22,41.0,50628.31,126.39,175,76,1,187,1,3,26,4
78.36,43.0,53922.43,163.48,411,355,0,14,1,3,16,21
55.6,39.0,55942.04,137.63,488,509,1,18,0,0,2,16
55.6,39.0,52252.91,182.2,108,65,0,149,0,0,9,20
78.36,50.0,52736.33,123.13,396,27,1,79,1,6,16,1
79.6,31.0,56180.93,207.17,437,229,0,15,0,4,9,7
83.71,38.0,57868.44,130.83,334,436,1,203,1,3,21,2
82.07,42.0,64564.07,224.82,184,207,0,12,1,3,5,11
68.18,28.0,48335.2,230.52,47,506,0,118,1,4,7,22
65.77,23.0,55121.65,146.8,383,136,0,44,1,4,18,14
79.52,44.0,48335.2,122.31,276,285,0,118,1,4,18,14
50.08,26.0,56694.12,131.68,157,406,0,5,0,4,14,13
55.6,24.0,52252.91,209.64,521,298,1,125,1,0,24,7
66.12,37.0,53058.91,217.37,60,205,0,43,0,1,18,20
81.22,41.0,50628.31,187.76,175,248,1,40,0,1,27,23
71.28,54.0,57691.95,182.2,164,234,1,168,0,2,30,20
63.45,31.0,57739.03,207.17,353,460,1,81,0,4,11,4
84.73,36.0,32549.95,109.07,127,519,1,148,0,2,4,23
34.78,36.0,50628.31,141.52,434,2,1,108,0,3,24,7
83.71,44.0,33553.9,114.69,291,91,1,81,0,0,13,16
85.84,27.0,39193.45,131.29,490,76,1,47,0,2,22,21
41.53,31.0,57739.03,240.64,301,460,1,110,0,5,20,14
75.55,32.0,38609.2,172.83,161,234,1,99,0,3,27,22
60.23,29.0,51868.85,153.76,20,512,0,31,1,1,13,10
80.31,42.0,43241.19,143.13,212,207,0,47,1,3,5,11
55.6,35.0,42993.48,236.87,527,516,0,125,0,1,9,13
59.51,30.0,57877.15,111.94,150,510,1,119,1,0,16,18
37.0,30.0,67186.54,244.91,524,43,1,191,1,0,4,16
78.84,35.0,54429.17,236.87,302,117,0,157,1,5,28,2
76.81,28.0,39031.89,161.16,489,373,1,105,1,0,22,17
89.05,50.0,51119.93,163.48,153,508,1,187,1,3,2,21
76.79,42.0,34418.09,129.8,212,136,1,44,1,1,18,13
66.12,49.0,45632.51,113.8,450,464,0,128,1,3,3,20
54.39,34.0,34191.23,168.34,45,281,1,126,1,2,10,0
53.92,31.0,52178.98,207.17,353,460,1,166,0,0,2,3
38.96,31.0,58235.21,207.17,403,191,0,117,0,5,20,14
89.05,38.0,57868.44,130.83,76,436,1,203,1,5,15,3
80.47,38.0,53922.43,167.67,542,285,0,82,1,6,18,12
46.31,31.0,61840.26,165.62,127,460,1,81,0,5,28,13
83.71,45.0,31092.93,174.88,426,515,0,185,1,6,4,18
57.99,49.0,39031.89,195.69,450,464,1,9,1,3,3,20
